,Unnamed: 0,Name,starName,defaultPlanetEntry,numStars,numPlanets,solution,controversial,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,bestEarthMass,bestMassProvenance,eccentricity,equilTemp,stellarEffTemp,stellarRadius,stellarMetallicity,stellarMetallicityRatio,luminosity,stellarAge,distance
15677,15677,Kepler-18 d,Kepler-18,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,14.85890852,0.1136,5.94,,,,0.0,720.0,5356.0,1.05,0.2,[Fe/H],,,433.047
15678,15678,Kepler-18 d,Kepler-18,1,1,3,Published Confirmed,0,14.85888,0.1172,6.98,16.4,16.4,Mass,0.0,,5345.0,1.11,0.19,[Fe/H],-0.031,10.0,433.047
15681,15681,Kepler-18 d,Kepler-18,0,1,3,Kepler Project Candidate (q1_q16_koi),0,14.85891269,0.1136,5.96,,,,0.0,720.0,5356.0,1.05,0.2,[Fe/H],,,433.047
15683,15683,Kepler-18 d,Kepler-18,0,1,3,Kepler Project Candidate (q1_q12_koi),0,14.85891269,0.1136,5.96,,,,0.0,720.0,5356.0,1.05,0.2,[Fe/H],,,433.047
15685,15685,Kepler-180 b,Kepler-180,0,1,2,Kepler Project Candidate (q1_q8_koi),0,13.81752,0.109,1.52,,,,0.0,779.0,5730.0,1.04,,,,9.7,695.65
15688,15688,Kepler-180 b,Kepler-180,0,1,2,Kepler Project Candidate (q1_q16_koi),0,13.81731817,0.1078,1.51,,,,0.0,781.0,5735.0,1.03,-0.2,[Fe/H],,,695.65
15691,15691,Kepler-180 b,Kepler-180,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,13.81733587,0.1078,2.04,,,,0.0,781.0,5735.0,1.03,-0.2,[Fe/H],,,695.65
15692,15692,Kepler-180 b,Kepler-180,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,13.81731817,0.1078,1.51,,,,0.0,781.0,5735.0,1.03,-0.2,[Fe/H],,,695.65
15693,15693,Kepler-180 b,Kepler-180,0,1,2,Kepler Project Candidate (q1_q12_koi),0,13.81731817,0.1078,1.51,,,,0.0,781.0,5735.0,1.03,-0.2,[Fe/H],,,695.65
15694,15694,Kepler-180 c,Kepler-180,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,41.8854433,0.2259,3.28,,,,0.0,540.0,5735.0,1.03,-0.2,[Fe/H],,,695.65
15695,15695,Kepler-180 c,Kepler-180,0,1,2,Kepler Project Candidate (q1_q8_koi),0,41.88574,0.229,2.6,,,,0.0,538.0,5730.0,1.04,,,,9.7,695.65
15696,15696,Kepler-180 c,Kepler-180,0,1,2,Kepler Project Candidate (q1_q12_koi),0,41.8854834,0.2259,2.69,,,,0.0,540.0,5735.0,1.03,-0.2,[Fe/H],,,695.65
15699,15699,Kepler-180 c,Kepler-180,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,41.8854834,0.2259,2.69,,,,0.0,540.0,5735.0,1.03,-0.2,[Fe/H],,,695.65
15703,15703,Kepler-180 c,Kepler-180,0,1,2,Kepler Project Candidate (q1_q16_koi),0,41.8854834,0.2259,2.69,,,,0.0,540.0,5735.0,1.03,-0.2,[Fe/H],,,695.65
15705,15705,Kepler-1800 b,Kepler-1800,0,1,1,Kepler Project Candidate (q1_q8_koi),0,4.562143,0.052,1.59,,,,0.0,1301.0,5404.0,1.55,,,,14.0,350.455
15706,15706,Kepler-1800 b,Kepler-1800,0,1,1,Kepler Project Candidate (q1_q16_koi),0,4.56204856,0.0519,1.33,,,,0.0,1274.0,5445.0,1.46,-0.06,[Fe/H],,,350.455
15707,15707,Kepler-1800 b,Kepler-1800,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,4.5620407,0.0592,2.82,,,,0.0,1533.0,5343.0,2.51,0.08,[Fe/H],,,350.455
15709,15709,Kepler-1800 b,Kepler-1800,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,4.56204856,0.0519,1.33,,,,0.0,1274.0,5445.0,1.46,-0.06,[Fe/H],,,350.455
15711,15711,Kepler-1800 b,Kepler-1800,0,1,1,Kepler Project Candidate (q1_q12_koi),0,4.56204856,0.0519,1.33,,,,0.0,1274.0,5445.0,1.46,-0.06,[Fe/H],,,350.455
15712,15712,Kepler-1801 b,Kepler-1801,0,1,2,Kepler Project Candidate (q1_q8_koi),0,10.440887,0.091,2.5,,,,0.0,818.0,5705.0,0.96,,,,8.1,839.332
15713,15713,Kepler-1801 b,Kepler-1801,0,1,2,Kepler Project Candidate (q1_q12_koi),0,10.44091127,0.0915,3.14,,,,0.0,829.0,5738.0,0.98,-0.06,[Fe/H],,,839.332
15714,15714,Kepler-1801 b,Kepler-1801,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,10.44091127,0.0915,3.14,,,,0.0,829.0,5738.0,0.98,-0.06,[Fe/H],,,839.332
15716,15716,Kepler-1801 b,Kepler-1801,0,1,2,Kepler Project Candidate (q1_q16_koi),0,10.44091127,0.0915,3.14,,,,0.0,829.0,5738.0,0.98,-0.06,[Fe/H],,,839.332
15718,15718,Kepler-1801 b,Kepler-1801,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,10.44087398,0.0915,3.41,,,,0.0,829.0,5738.0,0.98,-0.06,[Fe/H],,,839.332
15722,15722,Kepler-1801 c,Kepler-1801,1,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,116.583183,0.4572,2.91,,,,0.0,371.0,5738.0,0.98,-0.06,[Fe/H],,,839.332
15724,15724,Kepler-1801 c,Kepler-1801,0,1,2,Kepler Project Candidate (q1_q12_koi),0,116.582614,0.4572,3.43,,,,0.0,371.0,5738.0,0.98,-0.06,[Fe/H],,,839.332
15725,15725,Kepler-1801 c,Kepler-1801,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,116.582614,0.4572,3.43,,,,0.0,371.0,5738.0,0.98,-0.06,[Fe/H],,,839.332
15726,15726,Kepler-1801 c,Kepler-1801,0,1,2,Kepler Project Candidate (q1_q16_koi),0,116.582614,0.4572,3.43,,,,0.0,371.0,5738.0,0.98,-0.06,[Fe/H],,,839.332
15727,15727,Kepler-1802 b,Kepler-1802,0,1,2,Kepler Project Candidate (q1_q12_koi),0,7.72515184,0.0653,1.24,,,,0.0,557.0,4141.0,0.61,-0.04,[Fe/H],,,636.694
15729,15729,Kepler-1802 b,Kepler-1802,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,7.72515184,0.0653,1.24,,,,0.0,557.0,4141.0,0.61,-0.04,[Fe/H],,,636.694
15730,15730,Kepler-1802 b,Kepler-1802,0,1,2,Kepler Project Candidate (q1_q8_koi),0,7.7251,0.065,0.95,,,,0.0,570.0,4356.0,0.57,,,,13.9,636.694
15732,15732,Kepler-1802 b,Kepler-1802,0,1,2,Kepler Project Candidate (q1_q16_koi),0,7.72515184,0.0653,1.24,,,,0.0,557.0,4141.0,0.61,-0.04,[Fe/H],,,636.694
15733,15733,Kepler-1802 b,Kepler-1802,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,7.72513619,0.0662,1.71,,,,0.0,581.0,4245.0,0.64,0.0,[Fe/H],,,636.694
15734,15734,Kepler-1802 c,Kepler-1802,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,33.1362861,0.1748,2.05,,,,0.0,357.0,4245.0,0.64,0.0,[Fe/H],,,636.694
15737,15737,Kepler-1802 c,Kepler-1802,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,33.1364259,0.1723,1.88,,,,0.0,343.0,4141.0,0.61,-0.04,[Fe/H],,,636.694
15738,15738,Kepler-1802 c,Kepler-1802,0,1,2,Kepler Project Candidate (q1_q16_koi),0,33.1364259,0.1723,1.88,,,,0.0,343.0,4141.0,0.61,-0.04,[Fe/H],,,636.694
15739,15739,Kepler-1802 c,Kepler-1802,0,1,2,Kepler Project Candidate (q1_q12_koi),0,33.1364259,0.1723,1.88,,,,0.0,343.0,4141.0,0.61,-0.04,[Fe/H],,,636.694
15741,15741,Kepler-1802 c,Kepler-1802,0,1,2,Kepler Project Candidate (q1_q8_koi),0,33.13733,0.171,1.48,,,,0.0,351.0,4356.0,0.57,,,,13.9,636.694
15743,15743,Kepler-1804 b,Kepler-1804,0,1,1,Kepler Project Candidate (q1_q16_koi),0,12.28850922,0.1017,3.14,,,,0.0,913.0,5109.0,1.67,0.1,[Fe/H],,,434.456
15746,15746,Kepler-1804 b,Kepler-1804,0,1,1,Kepler Project Candidate (q1_q12_koi),0,12.28850922,0.1017,3.14,,,,0.0,913.0,5109.0,1.67,0.1,[Fe/H],,,434.456
15747,15747,Kepler-1804 b,Kepler-1804,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,12.28850922,0.1017,3.14,,,,0.0,913.0,5109.0,1.67,0.1,[Fe/H],,,434.456
15748,15748,Kepler-1804 b,Kepler-1804,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,12.2885046,0.1017,3.22,,,,0.0,913.0,5109.0,1.67,0.1,[Fe/H],,,434.456
15749,15749,Kepler-1804 b,Kepler-1804,0,1,1,Kepler Project Candidate (q1_q8_koi),0,12.28859,0.101,3.77,,,,0.0,960.0,5036.0,1.89,,,,14.0,434.456
15750,15750,Kepler-1805 b,Kepler-1805,0,1,1,Kepler Project Candidate (q1_q12_koi),0,8.84786839,0.0652,1.01,,,,0.0,436.0,3724.0,0.46,-0.2,[Fe/H],,,221.639
15752,15752,Kepler-1805 b,Kepler-1805,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,8.84784273,0.0699,1.15,,,,0.0,479.0,3867.0,0.55,0.1,[Fe/H],,,221.639
15754,15754,Kepler-1805 b,Kepler-1805,0,1,1,Kepler Project Candidate (q1_q8_koi),0,8.847813,0.068,1.29,,,,0.0,485.0,3995.0,0.52,,,,13.8,221.639
15755,15755,Kepler-1805 b,Kepler-1805,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,8.84786839,0.0652,1.01,,,,0.0,436.0,3724.0,0.46,-0.2,[Fe/H],,,221.639
15756,15756,Kepler-1805 b,Kepler-1805,0,1,1,Kepler Project Candidate (q1_q16_koi),0,8.84786839,0.0652,1.01,,,,0.0,436.0,3724.0,0.46,-0.2,[Fe/H],,,221.639
15758,15758,Kepler-1806 b,Kepler-1806,0,1,1,Kepler Project Candidate (q1_q12_koi),0,9.03322647,0.0813,2.05,,,,0.0,729.0,5311.0,0.79,-0.04,[Fe/H],,,978.066
15760,15760,Kepler-1806 b,Kepler-1806,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,9.03326435,0.0813,1.96,,,,0.0,729.0,5311.0,0.79,-0.04,[Fe/H],,,978.066
15762,15762,Kepler-1806 b,Kepler-1806,0,1,1,Kepler Project Candidate (q1_q16_koi),0,9.03322647,0.0813,2.05,,,,0.0,729.0,5311.0,0.79,-0.04,[Fe/H],,,978.066
15763,15763,Kepler-1806 b,Kepler-1806,0,1,1,Kepler Project Candidate (q1_q8_koi),0,9.033401,0.08,2.1,,,,0.0,705.0,5272.0,0.74,,,,0.6,978.066
15765,15765,Kepler-1806 b,Kepler-1806,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,9.03322647,0.0813,2.05,,,,0.0,729.0,5311.0,0.79,-0.04,[Fe/H],,,978.066
15766,15766,Kepler-1807 b,Kepler-1807,0,1,1,Kepler Project Candidate (q1_q12_koi),0,10.86060638,0.0988,2.14,,,,0.0,1108.0,6455.0,1.5,-0.36,[Fe/H],,,1299.32
15767,15767,Kepler-1807 b,Kepler-1807,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,10.86062378,0.0988,2.09,,,,0.0,1108.0,6455.0,1.5,-0.36,[Fe/H],,,1299.32
15770,15770,Kepler-1807 b,Kepler-1807,0,1,1,Kepler Project Candidate (q1_q16_koi),0,10.86060638,0.0988,2.14,,,,0.0,1108.0,6455.0,1.5,-0.36,[Fe/H],,,1299.32
15771,15771,Kepler-1807 b,Kepler-1807,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,10.86060638,0.0988,2.14,,,,0.0,1108.0,6455.0,1.5,-0.36,[Fe/H],,,1299.32
15772,15772,Kepler-1807 b,Kepler-1807,0,1,1,Kepler Project Candidate (q1_q8_koi),0,10.86084,0.104,3.08,,,,0.0,1127.0,6474.0,1.62,,,,2.95,1299.32
15774,15774,Kepler-1808 b,Kepler-1808,0,1,1,Kepler Project Candidate (q1_q16_koi),0,23.34031664,0.1467,2.36,,,,0.0,602.0,5530.0,0.89,-0.34,[Fe/H],,,1022.01
15775,15775,Kepler-1808 b,Kepler-1808,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,23.34031664,0.1467,2.36,,,,0.0,602.0,5530.0,0.89,-0.34,[Fe/H],,,1022.01
15778,15778,Kepler-1808 b,Kepler-1808,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,23.34036251,0.1467,2.21,,,,0.0,601.0,5530.0,0.89,-0.34,[Fe/H],,,1022.01
15779,15779,Kepler-1808 b,Kepler-1808,0,1,1,Kepler Project Candidate (q1_q12_koi),0,23.34031664,0.1467,2.36,,,,0.0,602.0,5530.0,0.89,-0.34,[Fe/H],,,1022.01
15781,15781,Kepler-1808 b,Kepler-1808,0,1,1,Kepler Project Candidate (q1_q8_koi),0,23.34034,0.152,2.4,,,,0.0,618.0,5555.0,0.97,,,,12.1,1022.01
15783,15783,Kepler-1809 b,Kepler-1809,0,1,1,Kepler Project Candidate (q1_q8_koi),0,3.757307,0.043,1.08,,,,0.0,879.0,4969.0,0.69,,,,7.0,409.602
15784,15784,Kepler-1809 b,Kepler-1809,0,1,1,Kepler Project Candidate (q1_q16_koi),0,3.7572916,0.0437,1.17,,,,0.0,907.0,5003.0,0.74,-0.06,[Fe/H],,,409.602
15785,15785,Kepler-1809 b,Kepler-1809,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,3.7572916,0.0437,1.17,,,,0.0,907.0,5003.0,0.74,-0.06,[Fe/H],,,409.602
15786,15786,Kepler-1809 b,Kepler-1809,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,3.7572947,0.0435,1.23,,,,0.0,877.0,4901.0,0.72,0.04,[Fe/H],,,409.602
15787,15787,Kepler-1809 b,Kepler-1809,0,1,1,Kepler Project Candidate (q1_q12_koi),0,3.7572916,0.0437,1.17,,,,0.0,907.0,5003.0,0.74,-0.06,[Fe/H],,,409.602
15789,15789,Kepler-181 b,Kepler-181,0,1,2,Kepler Project Candidate (q1_q12_koi),0,3.13784883,0.0395,1.33,,,,0.0,1031.0,5324.0,0.76,-0.18,[Fe/H],,,609.283
15790,15790,Kepler-181 b,Kepler-181,0,1,2,Kepler Project Candidate (q1_q8_koi),0,3.137852,0.04,1.42,,,,0.0,1016.0,5325.0,0.75,,,,0.5,609.283
15791,15791,Kepler-181 b,Kepler-181,0,1,2,Kepler Project Candidate (q1_q16_koi),0,3.13784883,0.0395,1.33,,,,0.0,1031.0,5324.0,0.76,-0.18,[Fe/H],,,609.283
15792,15792,Kepler-181 b,Kepler-181,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,3.13784591,0.0391,1.5,,,,0.0,1041.0,5041.0,0.86,0.18,[Fe/H],,,609.283
15796,15796,Kepler-181 b,Kepler-181,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,3.13784883,0.0395,1.33,,,,0.0,1031.0,5324.0,0.76,-0.18,[Fe/H],,,609.283
15800,15800,Kepler-181 c,Kepler-181,0,1,2,Kepler Project Candidate (q1_q8_koi),0,4.302163,0.049,2.29,,,,0.0,918.0,5325.0,0.75,,,,0.5,609.283
15802,15802,Kepler-181 c,Kepler-181,0,1,2,Kepler Project Candidate (q1_q12_koi),0,4.30214363,0.0488,2.08,,,,0.0,927.0,5324.0,0.76,-0.18,[Fe/H],,,609.283
15803,15803,Kepler-181 c,Kepler-181,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,4.30214363,0.0488,2.08,,,,0.0,927.0,5324.0,0.76,-0.18,[Fe/H],,,609.283
15808,15808,Kepler-181 c,Kepler-181,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,4.30213934,0.0482,2.46,,,,0.0,937.0,5041.0,0.86,0.18,[Fe/H],,,609.283
15809,15809,Kepler-181 c,Kepler-181,0,1,2,Kepler Project Candidate (q1_q16_koi),0,4.30214363,0.0488,2.08,,,,0.0,927.0,5324.0,0.76,-0.18,[Fe/H],,,609.283
15810,15810,Kepler-1810 b,Kepler-1810,0,1,1,Kepler Project Candidate (q1_q12_koi),0,101.1326568,0.4235,3.79,,,,0.0,380.0,5783.0,0.94,0.0,[Fe/H],,,1009.87
15812,15812,Kepler-1810 b,Kepler-1810,0,1,1,Kepler Project Candidate (q1_q16_koi),0,101.1326568,0.4235,3.79,,,,0.0,380.0,5783.0,0.94,0.0,[Fe/H],,,1009.87
15814,15814,Kepler-1810 b,Kepler-1810,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,101.1326568,0.4235,3.79,,,,0.0,380.0,5783.0,0.94,0.0,[Fe/H],,,1009.87
15815,15815,Kepler-1810 b,Kepler-1810,0,1,1,Kepler Project Candidate (q1_q8_koi),0,101.1337,0.415,3.5,,,,0.0,374.0,5736.0,0.91,,,,4.5,1009.87
15817,15817,Kepler-1810 b,Kepler-1810,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,101.1323475,0.4137,3.87,,,,0.0,380.0,5492.0,1.02,0.16,[Fe/H],,,1009.87
15818,15818,Kepler-1811 b,Kepler-1811,0,1,1,Kepler Project Candidate (q1_q16_koi),0,76.4217472,0.3581,2.87,,,,0.0,442.0,6091.0,0.97,-0.14,[Fe/H],,,1390.56
15819,15819,Kepler-1811 b,Kepler-1811,0,1,1,Kepler Project Candidate (q1_q12_koi),0,76.4217472,0.3581,2.87,,,,0.0,442.0,6091.0,0.97,-0.14,[Fe/H],,,1390.56
15820,15820,Kepler-1811 b,Kepler-1811,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,76.421501,0.3462,2.81,,,,0.0,455.0,5561.0,1.19,0.16,[Fe/H],,,1390.56
15821,15821,Kepler-1811 b,Kepler-1811,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,76.4217472,0.3581,2.87,,,,0.0,442.0,6091.0,0.97,-0.14,[Fe/H],,,1390.56
15824,15824,Kepler-1811 b,Kepler-1811,0,1,1,Kepler Project Candidate (q1_q8_koi),0,76.4241,0.36,2.9,,,,0.0,439.0,6082.0,0.97,,,,0.4,1390.56
15826,15826,Kepler-1812 b,Kepler-1812,0,1,1,Kepler Project Candidate (q1_q12_koi),0,7.16521372,0.0765,2.49,,,,0.0,1034.0,6174.0,1.1,0.1,[Fe/H],,,1409.19
15827,15827,Kepler-1812 b,Kepler-1812,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,7.16520428,0.0765,2.31,,,,0.0,1034.0,6174.0,1.1,0.1,[Fe/H],,,1409.19
15828,15828,Kepler-1812 b,Kepler-1812,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,7.16521372,0.0765,2.49,,,,0.0,1034.0,6174.0,1.1,0.1,[Fe/H],,,1409.19
15830,15830,Kepler-1812 b,Kepler-1812,0,1,1,Kepler Project Candidate (q1_q16_koi),0,7.16521372,0.0765,2.49,,,,0.0,1034.0,6174.0,1.1,0.1,[Fe/H],,,1409.19
15832,15832,Kepler-1812 b,Kepler-1812,0,1,1,Kepler Project Candidate (q1_q8_koi),0,7.165187,0.074,2.8,,,,0.0,981.0,6093.0,0.98,,,,1.0,1409.19
15833,15833,Kepler-1813 b,Kepler-1813,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,2.81815011,0.0365,1.42,,,,0.0,1055.0,5290.0,0.75,-0.22,[Fe/H],,,
15834,15834,Kepler-1813 b,Kepler-1813,0,1,1,Kepler Project Candidate (q1_q16_koi),0,2.81815011,0.0365,1.42,,,,0.0,1055.0,5290.0,0.75,-0.22,[Fe/H],,,
15837,15837,Kepler-1813 b,Kepler-1813,0,1,1,Kepler Project Candidate (q1_q12_koi),0,2.81815011,0.0365,1.42,,,,0.0,1055.0,5290.0,0.75,-0.22,[Fe/H],,,
15838,15838,Kepler-1813 b,Kepler-1813,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,2.81814715,0.0364,1.3,,,,0.0,1059.0,5167.0,0.79,-0.04,[Fe/H],,,
15839,15839,Kepler-1813 b,Kepler-1813,0,1,1,Kepler Project Candidate (q1_q8_koi),0,2.818125,0.037,1.45,,,,0.0,1052.0,5294.0,0.75,,,,2.3,
15841,15841,Kepler-1814 b,Kepler-1814,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,2.93535933,0.0371,2.62,,,,0.0,1023.0,4922.0,0.82,0.2,[Fe/H],,,726.346
15842,15842,Kepler-1814 b,Kepler-1814,0,1,2,Kepler Project Candidate (q1_q12_koi),0,2.93535933,0.0371,2.62,,,,0.0,1023.0,4922.0,0.82,0.2,[Fe/H],,,726.346
15843,15843,Kepler-1814 b,Kepler-1814,0,1,2,Kepler Project Candidate (q1_q16_koi),0,2.93535933,0.0371,2.62,,,,0.0,1023.0,4922.0,0.82,0.2,[Fe/H],,,726.346
15846,15846,Kepler-1814 b,Kepler-1814,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,2.93536207,0.0371,3.15,,,,0.0,1022.0,4922.0,0.82,0.2,[Fe/H],,,726.346
15847,15847,Kepler-1814 b,Kepler-1814,0,1,2,Kepler Project Candidate (q1_q8_koi),0,2.935346,0.038,2.9,,,,0.0,1003.0,4749.0,0.87,,,,,726.346
15848,15848,Kepler-1814 c,Kepler-1814,0,1,2,Kepler Project Candidate (q1_q16_koi),0,0.62628138,0.0133,1.71,,,,0.0,1708.0,4922.0,0.82,0.2,[Fe/H],,,726.346
15850,15850,Kepler-1814 c,Kepler-1814,0,1,2,Kepler Project Candidate (q1_q12_koi),0,0.62628138,0.0133,1.71,,,,0.0,1708.0,4922.0,0.82,0.2,[Fe/H],,,726.346
15851,15851,Kepler-1814 c,Kepler-1814,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,0.62628138,0.0133,1.71,,,,0.0,1708.0,4922.0,0.82,0.2,[Fe/H],,,726.346
15853,15853,Kepler-1814 c,Kepler-1814,1,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,0.62628177,0.0133,1.76,,,,0.0,1711.0,4922.0,0.82,0.2,[Fe/H],,,726.346
15854,15854,Kepler-1815 b,Kepler-1815,0,1,1,Kepler Project Candidate (q1_q12_koi),0,12.19138811,0.0984,2.8,,,,0.0,763.0,5516.0,0.97,-0.06,[Fe/H],,,1006.63
15856,15856,Kepler-1815 b,Kepler-1815,0,1,1,Kepler Project Candidate (q1_q16_koi),0,12.19138811,0.0984,2.8,,,,0.0,763.0,5516.0,0.97,-0.06,[Fe/H],,,1006.63
15858,15858,Kepler-1815 b,Kepler-1815,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,12.19140405,0.0984,2.46,,,,0.0,763.0,5516.0,0.97,-0.06,[Fe/H],,,1006.63
15859,15859,Kepler-1815 b,Kepler-1815,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,12.19138811,0.0984,2.8,,,,0.0,763.0,5516.0,0.97,-0.06,[Fe/H],,,1006.63
15861,15861,Kepler-1815 b,Kepler-1815,0,1,1,Kepler Project Candidate (q1_q8_koi),0,12.191471,0.098,2.5,,,,0.0,751.0,5480.0,0.94,,,,13.5,1006.63
15862,15862,Kepler-1816 b,Kepler-1816,0,1,1,Kepler Project Candidate (q1_q8_koi),0,91.5021,0.369,1.85,,,,0.0,312.0,5126.0,0.7,,,,0.7,437.823
15863,15863,Kepler-1816 b,Kepler-1816,0,1,1,Kepler Project Candidate (q1_q12_koi),0,91.5009237,0.3671,1.85,,,,0.0,315.0,5120.0,0.72,-0.24,[Fe/H],,,437.823
15866,15866,Kepler-1816 b,Kepler-1816,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,91.500873,0.3648,1.82,,,,0.0,310.0,5051.0,0.71,-0.24,[Fe/H],,,437.823
15867,15867,Kepler-1816 b,Kepler-1816,0,1,1,Kepler Project Candidate (q1_q16_koi),0,91.5009237,0.3671,1.85,,,,0.0,315.0,5120.0,0.72,-0.24,[Fe/H],,,437.823
15868,15868,Kepler-1816 b,Kepler-1816,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,91.5009237,0.3671,1.85,,,,0.0,315.0,5120.0,0.72,-0.24,[Fe/H],,,437.823
15872,15872,Kepler-1817 b,Kepler-1817,0,1,1,Kepler Project Candidate (q1_q12_koi),0,44.2994477,0.2277,2.28,,,,0.0,433.0,5465.0,0.74,-0.4,[Fe/H],,,748.569
15873,15873,Kepler-1817 b,Kepler-1817,0,1,1,Kepler Project Candidate (q1_q8_koi),0,44.29229,0.237,2.3,,,,0.0,448.0,5531.0,0.8,,,,0.4,748.569
15874,15874,Kepler-1817 b,Kepler-1817,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,44.2993483,0.2348,2.68,,,,0.0,463.0,5316.0,0.92,0.16,[Fe/H],,,748.569
15875,15875,Kepler-1817 b,Kepler-1817,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,44.2994477,0.2277,2.28,,,,0.0,433.0,5465.0,0.74,-0.4,[Fe/H],,,748.569
15877,15877,Kepler-1817 b,Kepler-1817,0,1,1,Kepler Project Candidate (q1_q16_koi),0,44.2994477,0.2277,2.28,,,,0.0,433.0,5465.0,0.74,-0.4,[Fe/H],,,748.569
15878,15878,Kepler-1818 b,Kepler-1818,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,4.64495172,0.055,1.38,,,,0.0,1209.0,6047.0,1.13,-0.08,[Fe/H],,,1034.59
15880,15880,Kepler-1818 b,Kepler-1818,0,1,1,Kepler Project Candidate (q1_q8_koi),0,4.64488,0.055,1.54,,,,0.0,1200.0,6029.0,1.12,,,,5.4,1034.59
15882,15882,Kepler-1818 b,Kepler-1818,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,4.64493642,0.055,1.48,,,,0.0,1209.0,6047.0,1.13,-0.08,[Fe/H],,,1034.59
15883,15883,Kepler-1818 b,Kepler-1818,0,1,1,Kepler Project Candidate (q1_q12_koi),0,4.64493642,0.055,1.48,,,,0.0,1209.0,6047.0,1.13,-0.08,[Fe/H],,,1034.59
15884,15884,Kepler-1818 b,Kepler-1818,0,1,1,Kepler Project Candidate (q1_q16_koi),0,4.64493642,0.055,1.48,,,,0.0,1209.0,6047.0,1.13,-0.08,[Fe/H],,,1034.59
15885,15885,Kepler-1819 b,Kepler-1819,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,16.48686712,0.1337,27.45,,,,0.0,760.0,6090.0,1.07,0.21,[Fe/H],,,1363.19
15886,15886,Kepler-1819 b,Kepler-1819,0,1,1,Kepler Project Candidate (q1_q16_koi),0,16.48688002,0.1334,78.51,,,,0.0,754.0,6065.0,1.06,0.21,[Fe/H],,,1363.19
15887,15887,Kepler-1819 b,Kepler-1819,0,1,1,Kepler Project Candidate (q1_q8_koi),0,16.48683,0.128,10.4,,,,0.0,712.0,5986.0,0.93,,,,0.4,1363.19
15890,15890,Kepler-1819 b,Kepler-1819,0,1,1,Kepler Project Candidate (q1_q12_koi),0,16.48688002,0.1334,78.51,,,,0.0,754.0,6065.0,1.06,0.21,[Fe/H],,,1363.19
15891,15891,Kepler-1819 b,Kepler-1819,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,16.48688002,0.1334,78.51,,,,0.0,754.0,6065.0,1.06,0.21,[Fe/H],,,1363.19
